,Date,Tidal_Variation,Waves,Current_Speed,Direction_of_Flow,Dredging_Requirement,Depth,Siltation_Amount,Ships_Frequency,Heavy_Rainfall,Channel
2453,2023-09-20,0.01,2.31,2.07,0,2,9.89,2.48,20,1,1
2454,2023-09-21,2.32,1.0,0.65,1,2,12.52,1.85,23,0,2
2455,2023-09-22,3.18,0.13,1.13,0,2,18.18,1.5,6,1,2
2456,2023-09-23,4.73,0.93,0.55,1,2,18.27,1.32,27,0,1
2457,2023-09-24,2.2,1.1,1.97,0,2,9.12,2.1,26,0,2
2458,2023-09-25,4.88,1.25,0.47,0,1,11.51,2.12,10,1,1
2459,2023-09-26,0.57,0.96,1.17,1,2,9.99,2.13,18,1,1
2460,2023-09-27,0.7,2.96,1.97,0,2,11.27,2.01,12,1,2
2461,2023-09-28,1.01,1.13,2.33,0,2,10.96,2.48,18,1,2
2462,2023-09-29,2.88,2.26,2.21,0,2,16.1,1.57,18,0,1
2463,2023-09-30,0.48,1.4,0.83,1,2,10.18,2.76,6,1,1
2464,2023-10-01,1.08,1.06,0.19,0,1,9.16,2.16,7,0,2
2465,2023-10-02,1.67,1.42,2.38,1,0,10.98,2.63,29,1,2
2466,2023-10-03,2.09,2.51,0.6,0,1,14.9,1.7,21,0,2
2467,2023-10-04,3.7,2.87,0.7,1,2,13.65,1.37,12,1,2
2468,2023-10-05,4.37,0.7,0.58,0,1,8.56,2.64,28,0,1
2469,2023-10-06,3.3,0.34,1.23,0,2,10.92,2.66,5,0,1
2470,2023-10-07,3.51,0.32,2.29,1,0,12.86,1.81,21,1,2
2471,2023-10-08,3.88,1.29,2.35,0,2,17.88,1.87,28,1,1
2472,2023-10-09,1.29,1.95,0.72,0,1,18.08,1.69,21,1,1
2473,2023-10-10,3.04,1.99,1.9,1,0,17.98,1.75,27,0,2
2474,2023-10-11,0.72,1.3,2.02,1,0,10.95,2.91,21,0,1
2475,2023-10-12,2.46,1.54,1.36,0,2,17.06,1.09,20,0,2
2476,2023-10-13,4.12,1.78,2.2,0,2,18.62,1.19,21,1,2
2477,2023-10-14,3.2,2.06,1.77,1,0,19.39,1.32,29,0,2
2478,2023-10-15,3.7,2.59,0.62,1,2,16.4,1.96,19,1,2
2479,2023-10-16,0.83,1.13,2.32,1,0,18.1,1.64,24,1,1
2480,2023-10-17,0.83,0.67,1.21,1,2,8.16,2.26,23,0,2
2481,2023-10-18,0.6,0.09,0.21,1,2,14.91,2.0,26,0,2
2482,2023-10-19,1.9,2.3,1.73,0,2,11.04,2.68,7,0,2
2483,2023-10-20,2.98,1.81,1.07,0,2,10.05,2.48,11,0,2
2484,2023-10-21,1.46,2.95,1.26,1,2,11.29,2.97,11,0,2
2485,2023-10-22,0.94,0.61,1.85,1,0,19.8,1.35,17,0,1
2486,2023-10-23,4.87,2.54,1.36,0,2,11.01,2.92,10,1,2
2487,2023-10-24,3.86,1.17,1.56,0,2,16.97,1.02,12,0,2
2488,2023-10-25,4.33,0.91,0.22,0,1,10.4,2.24,14,0,2
2489,2023-10-26,0.07,2.99,2.44,1,0,16.37,1.65,23,0,2
2490,2023-10-27,2.26,0.19,0.67,1,2,11.97,2.24,6,1,1
2491,2023-10-28,0.83,0.53,1.78,1,0,16.0,1.66,8,0,1
2492,2023-10-29,3.93,1.97,1.08,1,2,10.39,2.8,16,1,2
2493,2023-10-30,4.31,2.86,1.56,1,0,8.88,2.92,26,0,1
2494,2023-10-31,3.54,0.03,1.03,0,2,9.69,2.25,25,0,1
2495,2023-11-01,0.29,0.25,1.82,0,2,15.61,1.27,16,0,1
2496,2023-11-02,3.74,2.53,2.32,0,2,9.38,2.14,14,0,1
2497,2023-11-03,3.97,1.69,0.16,1,2,12.45,1.47,19,0,2
2498,2023-11-04,1.95,1.46,0.2,0,1,16.03,2.0,19,0,1
2499,2023-11-05,4.76,1.2,1.12,1,2,19.4,1.91,25,1,2
2500,2023-11-06,1.49,1.35,0.16,0,1,17.84,1.02,8,1,2
2501,2023-11-07,0.36,0.46,0.25,0,1,11.67,2.22,27,1,1
2502,2023-11-08,4.69,1.77,1.47,1,2,14.19,1.19,16,1,1
2503,2023-11-09,4.19,1.94,0.39,1,2,11.09,2.63,16,0,1
2504,2023-11-10,4.08,0.16,1.21,0,2,11.33,2.17,20,0,1
2505,2023-11-11,4.61,0.41,0.82,0,1,11.86,2.2,15,0,2
2506,2023-11-12,4.68,2.95,2.2,0,2,9.86,2.11,28,1,2
2507,2023-11-13,4.95,2.06,0.17,1,2,11.77,2.09,16,0,2
2508,2023-11-14,2.5,2.83,1.64,1,0,8.78,2.81,7,0,2
2509,2023-11-15,4.98,2.14,1.03,1,2,19.8,1.48,27,0,1
2510,2023-11-16,1.74,2.41,0.89,0,1,9.25,2.06,10,0,1
2511,2023-11-17,0.58,1.21,1.53,1,0,16.33,1.54,26,1,2
2512,2023-11-18,3.52,1.37,1.65,1,0,8.59,2.25,22,1,2
2513,2023-11-19,3.53,1.4,2.01,0,2,8.76,2.65,13,1,2
2514,2023-11-20,4.13,1.54,0.11,0,1,16.13,1.49,24,0,1
2515,2023-11-21,0.68,1.04,2.18,1,0,19.9,1.61,21,1,1
2516,2023-11-22,1.16,2.24,1.16,0,2,15.05,1.1,26,1,1
2517,2023-11-23,2.03,0.05,1.67,1,0,8.1,2.68,11,1,1
2518,2023-11-24,2.94,2.74,2.29,0,2,10.21,2.12,25,0,1
2519,2023-11-25,3.9,1.41,2.15,1,0,10.64,2.93,15,0,2
2520,2023-11-26,2.68,1.46,0.52,0,1,9.1,2.78,24,1,1
2521,2023-11-27,0.89,1.65,2.23,1,0,11.75,2.87,12,0,2
2522,2023-11-28,4.51,1.32,1.32,1,2,17.08,1.87,16,0,2
2523,2023-11-29,0.47,0.81,1.95,1,0,16.93,1.53,25,0,2
2524,2023-11-30,3.96,2.19,0.96,0,1,11.19,2.7,7,1,1
2525,2023-12-01,3.44,0.66,0.5,0,1,9.13,2.7,12,1,1
2526,2023-12-02,2.92,2.2,1.08,0,2,9.89,2.84,16,0,1
2527,2023-12-03,4.79,0.33,1.58,1,0,8.89,2.41,16,0,2
2528,2023-12-04,1.17,0.78,0.61,1,2,11.81,2.6,19,0,2
2529,2023-12-05,2.99,0.45,1.68,1,0,19.43,1.99,25,0,1
2530,2023-12-06,2.35,1.02,0.43,0,1,13.09,1.72,6,1,1
2531,2023-12-07,2.11,0.09,1.55,0,2,10.21,2.84,18,0,2
2532,2023-12-08,3.75,1.97,1.98,0,2,13.25,1.44,12,1,1
2533,2023-12-09,3.7,0.93,0.81,1,2,9.59,2.29,7,1,1
2534,2023-12-10,4.62,1.92,0.4,0,1,15.37,1.4,7,0,1
2535,2023-12-11,1.92,0.26,2.26,0,2,10.89,2.39,12,1,1
2536,2023-12-12,4.58,0.17,2.31,1,0,11.5,2.25,17,1,2
2537,2023-12-13,4.21,2.74,1.49,1,2,12.91,1.13,16,1,2
2538,2023-12-14,4.02,1.35,0.27,0,1,17.56,1.39,21,0,1
2539,2023-12-15,0.53,2.79,1.86,0,2,12.42,1.0,21,1,1
2540,2023-12-16,2.54,1.45,2.02,1,0,8.48,2.17,29,1,2
2541,2023-12-17,0.22,2.06,1.43,1,2,8.15,2.97,26,1,1
2542,2023-12-18,3.05,1.15,0.62,0,1,11.2,2.7,29,0,1
2543,2023-12-19,1.09,1.01,1.53,0,2,9.27,2.77,15,0,1
2544,2023-12-20,3.48,2.68,2.4,1,0,9.87,2.66,12,0,2
2545,2023-12-21,2.78,0.83,1.75,0,2,19.09,1.88,15,1,1
2546,2023-12-22,2.57,0.63,2.2,1,0,13.33,1.53,22,1,2
2547,2023-12-23,0.87,1.84,0.77,0,1,19.42,1.81,7,0,2
2548,2023-12-24,3.49,0.56,1.33,1,2,10.54,2.17,16,1,1
2549,2023-12-25,2.88,2.5,0.56,1,2,11.61,2.09,19,0,1
2550,2023-12-26,0.98,2.26,0.99,0,1,8.74,2.32,29,1,2
2551,2023-12-27,2.02,0.65,1.85,0,2,9.98,2.84,14,0,1
2552,2023-12-28,2.21,2.97,1.55,0,2,16.22,1.41,26,1,1
2553,2023-12-29,3.0,2.61,2.18,1,0,8.74,2.28,9,0,1
2554,2023-12-30,2.69,2.47,1.19,0,2,9.07,2.75,23,0,2
2555,2023-12-31,3.52,0.11,1.53,1,0,13.0,1.63,24,1,2
